ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Missing	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2	Average_all	Average_TMT1	Average_TMT2	SLNorm_N1_1	SLNorm_N2_1	SLNorm_unused_1	SLNorm_N4_1	SLNorm_N5_1	SLNorm_SLE1_1	SLNorm_SLE2_1	SLNorm_SLE3_1	SLNorm_SLE4_1	SLNorm_SLE5_1	SLNorm_pool_1	AvePool_1	SLNorm_N1_2	SLNorm_N2_2	SLNorm_N3_2	SLNorm_N4_2	SLNorm_N5_2	SLNorm_SLE1_2	SLNorm_SLE2_2	SLNorm_SLE3_2	SLNorm_SLE4_2	SLNorm_SLE5_2	SLNorm_pool_2	AvePool_2	GeoMeanPools	IRS_Fac_AvePool_1	IRS_Fac_AvePool_2	IRSNorm_N1_1	IRSNorm_N2_1	IRSNorm_unused_1	IRSNorm_N4_1	IRSNorm_N5_1	IRSNorm_SLE1_1	IRSNorm_SLE2_1	IRSNorm_SLE3_1	IRSNorm_SLE4_1	IRSNorm_SLE5_1	IRSNorm_pool_1	IRSNorm_N1_2	IRSNorm_N2_2	IRSNorm_N3_2	IRSNorm_N4_2	IRSNorm_N5_2	IRSNorm_SLE1_2	IRSNorm_SLE2_2	IRSNorm_SLE3_2	IRSNorm_SLE4_2	IRSNorm_SLE5_2	IRSNorm_pool_2
296	1	sp|P15144|AMPN_HUMAN	 	 	 	 	 	15.2	967	109538	Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4	39	39	1	19	20	19	20	19	20	19	766244.3772	499555.2961	103667.4404	547109.6902	287369.0433	545095.1618	884862.6969	519929.3083	664368.0668	696796.0022	601258.8492	20	258954.2709	250015.4839	268457.5573	344013.9714	235728.0532	273770.8997	333569.1089	271524.3799	179273.5042	302926.1699	271823.3399	413923.30325454543	556023.2665818181	271823.3399272727	382942.956280234	441769.0288892729	73655.3284498889	400271.1557058012	508284.5364921369	393750.2796420698	520459.715176538	359082.6778889612	415699.46317079803	473178.03230190853	427192.16226754035	427192.16226754035	527121.2377426907	471942.52565666375	478521.088425342	542330.0094207937	371604.6188367263	468233.7030627577	544398.1791427963	461671.74326034193	527402.6619366239	319155.6206282541	458747.97927576635	458747.97927576635	442688.98924942716	1.036276009605676	0.9649938729938564	396834.5986406817	457794.64642475033	76327.24985224628	414791.39599505987	526723.0712203422	408033.96856860316	539339.9168036495	372108.76456129306	430779.38088985626	490343.04314688744	442688.98924942716	508668.76474663446	455421.6456639264	461769.9184288064	523345.1362317664	358596.1803536583	451842.65458478587	525340.9073418103	445510.4035806227	508940.3373694922	307983.21843781683	442688.98924942716
511	1	sp|Q15848|ADIPO_HUMAN	 	 	 	 	 	27.9	244	26413	Adiponectin OS=Homo sapiens OX=9606 GN=ADIPOQ PE=1 SV=1	34	34	1	14	20	14	20	14	20	14	1131343.961	389811.1934	101127.1398	450121.2558	278853.7611	781556.1113	745613.9878	795106.7264	595921.2238	942020.2299	678927.6056	20	125879.5082	59407.38916	63692.96582	167158.3915	168263.8695	172022.3076	125636.5663	167209.6658	49603.01596	519708.1229	161858.1803	394129.2354063636	626400.2905363636	161858.18027636365	565407.3476901329	344719.62103673624	71850.45438014723	329313.40550914005	493223.1150654444	564558.1890034373	438556.22469062713	549130.5221026287	372871.82392575673	639704.127700682	482375.5230302027	482375.5230302027	256237.37325594807	112140.54763925246	113531.64215513224	263521.3089399535	265253.2451726885	294211.84715107526	205043.92074260573	284305.8804822453	145926.5426540864	547551.7964144519	273163.1256138416	273163.1256138416	362997.52835321316	0.7525206214298005	1.3288672383488773	425480.68864475406	259408.62344161008	54068.94858016192	247815.12855890195	371160.56505259016	424841.67922214937	330022.60273609794	413232.0417387409	280593.7366542736	481390.5477085257	362997.52835321316	340505.4505604022	149019.89984830414	150868.47977590357	350184.83405711735	352486.3473757082	390968.4848131714	272476.14869745256	377804.7702427873	193917.00173853544	727623.6435542394	362997.52835321316
145	1	sp|P02679|FIBG_HUMAN	 	 	 	 	 	19	453	51511	Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3	44	44	1	30	14	30	14	30	14	30	512246.2506	1428016.202	58797.92163	2466199.904	127382.014	444698.1595	355941.4227	295178.0311	301222.8075	361903.1734	699198.6628	14	51901.61798	93157.21598	206715.6637	542111.4063	62117.24127	92335.24365	90108.43567	53883.38086	37479.61444	235702.3662	146551.2186	393765.8160854546	640980.4135663637	146551.21860454546	256003.30571434516	1262829.832294291	41775.70327885202	1804297.5722377656	225307.1771402765	321228.3596156453	209358.09829816967	203861.01758322265	188477.08917690357	245760.06597706687	496778.03331049054	496778.03331049054	105649.71574085706	175848.51588763745	368467.19974342466	854625.9993142788	97922.38747987639	157922.09144513938	147060.58503414915	91617.68230005317	110260.84703494252	248330.26143941956	247330.0321373584	247330.0321373584	350525.50113196805	0.705597827657743	1.4172379233642705	180635.37638524303	891049.9863682436	29476.84548243244	1273108.4474191072	158976.2547458774	226658.03272685962	147722.61936174476	143843.89115081885	132989.02468647787	173407.768678442	350525.50113196805	149730.78374059775	249219.1854832842	522205.688992219	1211208.376521283	138779.32108285144	223813.17693305176	208419.83814253224	129844.05380637484	156265.8538801874	351943.0640309093	350525.50113196805
370	1	sp|P31944|CASPE_HUMAN	 	 	 	 	 	30.2	242	27679	Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2	26	26	1	14	12	14	12	14	12	14	402687.6273	859813.9569	62166.26953	1087116.132	282342.4407	487278.3862	583365.8777	795913.6194	353999.1721	471136.4673	591517.0755	12	213660.965	194457.4802	209983.6455	337837.1003	189393.0576	204823.3036	328620.9521	204902.2629	200712.4026	228388.9985	231278.0168	387336.1458968182	543394.2749663637	231278.0168272727	201249.62093586123	760354.6188590917	44168.90185644508	795345.5007952633	499393.7236776058	351986.2480455913	343124.91600690177	549687.7926672699	221499.60715853743	319937.86680581287	420270.6685102987	420270.6685102987	434923.2470144895	367068.28275934106	374292.3224317857	532592.3160700811	298561.55864511314	350311.7899793915	536322.5885675293	348394.44231811276	590473.5107807155	240625.07569087017	390320.87125755585	390320.87125755585	405019.0285615421	0.9637099586254307	1.0376566009822406	193946.26386548244	732761.3182813504	42566.0105806054	766482.3796643257	481270.7047831453	339212.65254073736	330672.8986083657	529739.599928279	213461.37725030328	308327.3083821385	405019.0285615421	451300.97818521457	380890.8266164458	388386.8990683156	552647.9324025394	309804.372127648	363503.3412740199	556518.6742829791	361513.79281691613	612708.7361667677	249686.1981524827	405019.0285615421
280	1	sp|P12955|PEPD_HUMAN	 	 	 	 	 	16.4	493	54548	Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3	19	19	1	11	8	11	8	11	8	11	385223.0044	264246.2637	26288.74561	312008.4213	123802.2133	313684.8945	330183.7704	250815.221	251643.2639	208013.214	271068.9185	8	699568.7379	441849.8124	293218.7662	519368.7278	712153.9479	353392.5089	650231.374	280449.1484	354904.4398	801116.7788	510625.4242	379720.7998595455	248816.17551	510625.42420909094	192521.3946380259	233679.4669453365	18678.05537562134	228268.61527171964	218975.39791089657	226590.7378832805	194207.92819083005	173222.39730333668	157454.84309267445	141256.95753498946	192593.45217390716	192593.45217390716	1424025.708192867	834059.2077424492	522657.5275434047	818772.6966272849	1122648.292258706	604411.5107128223	1061203.710362877	476846.4890165332	1044089.2931664259	844037.0893608349	861766.9902987642	861766.9902987642	407394.99215277174	2.115310710485131	0.47274378891158597	407242.5680753509	494304.67924992647	39509.8905870862	482859.04675187834	463201.0045336629	479309.8147412322	410810.1105631901	366419.19231165876	333065.91601169005	298802.35520430654	407394.9921527717	673199.3087986005	394296.31004476105	247083.09987403074	387069.70686093916	530725.0072975021	285731.78763615526	501677.46284397977	225426.21594686285	493586.72841351584	399013.29160634795	407394.99215277174
140	1	sp|P02654|APOC1_HUMAN	 	 	 	 	 	36.1	83	9332	Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1	19	19	1	8	11	8	11	8	11	8	1040235.105	409396.7734	103718.6843	427993.1606	221560.0327	682653.084	506373.0562	273523.9429	299765.7227	425092.022	476288.0999	11	341119.6367	217750.7632	347846.2168	407318.5664	364513.2568	282943.02	394241.708	227405.0952	110969.7007	358744.417	305285.2381	373851.69557272724	442418.15306363633	305285.2380818182	519874.23097423237	362039.63090227306	73691.73704906902	313124.26026472996	391884.7250660078	493115.44398213626	297839.1760961633	188905.8922345027	187565.38164696193	288670.1500613168	338400.9125675239	338400.9125675239	694375.1284375553	411037.9227127305	620030.0410308974	642128.2282635112	574623.2067643348	483920.89208727505	643418.2969913075	386655.9119513821	326460.48731327493	377964.3637007415	515220.60663598	515220.60663598	417553.7372114024	1.2339025153429055	0.8104367950997301	641474.121261064	446721.61122413183	90928.41970483425	386364.8123555369	483547.54798341	608456.3866839915	367504.5085527144	233091.45559124873	231437.3962054384	356190.82426507276	417553.7372114024	562747.1536878957	333120.25674775586	502495.15931863466	520404.34335694794	465695.79008001706	392187.29686501354	521449.86252216157	313360.17808824155	264575.59106486663	306316.2275795377	417553.7372114024
519	1	sp|Q5T447|HECD3_HUMAN	 	 	 	 	 	2	861	97112	E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1	5	5	1	2	3	2	3	2	3	2	784400.0234	370887.3633	97365.34863	500408.7734	189803.9336	549843.0547	481797.6797	381703.582	649481.1094	598634.8047	500773.3694	3	282563.4988	299389.6692	178042.1655	255984.2451	265718.79	253619.6719	627786.3018	212813.8335	154763.3894	278192.7769	280887.4342	372493.6735695455	464099.91293000005	280887.4342090909	392016.53259072127	327984.812875541	69177.71583160058	366104.27788423846	335716.0649817994	397179.926955233	283384.3985376155	263618.8077808513	406384.59614349774	406519.03578815237	355797.60491612856	355797.60491612856	575179.6280891589	565143.8640267395	317357.17063631676	403553.19724859804	418882.38729027996	433768.8128045357	1024572.4513212261	361846.45201305975	455296.63685736264	293097.12130558625	474045.17540918046	474045.17540918046	410687.3969732118	1.154272517011525	0.8663465388477368	452493.9097836223	378583.8554994047	79849.93617404961	422584.1063221267	387507.82732774626	458453.8739930704	327102.82298181055	304287.9447887806	469078.5706652672	469233.7506522888	410687.39697321184	498304.88001077133	489610.43055060174	274941.28635928367	349616.91567726096	362897.3064132113	375794.1096333013	887634.7970008856	313484.42129584803	394444.665490391	253923.6765893299	410687.3969732118
515	1	sp|Q16853|AOC3_HUMAN	 	 	 	 	 	4.6	763	84621	Membrane primary amine oxidase OS=Homo sapiens OX=9606 GN=AOC3 PE=1 SV=3	10	10	1	6	4	6	4	6	4	6	770024.042	552494.3301	99848.56348	593548.8516	266584.7412	568904.1553	801444.2559	613432.6523	656694.3555	731529.3164	617184.0778	4	167492.6936	124167.3977	161698.1509	178267.7778	144157.4609	182622.3477	185470.1279	205908.9688	83338.87146	197004.7214	163012.8518	366583.21416090906	570153.5765072727	163012.85181454546	384831.90457835974	488584.3180536474	70942.03068959907	434246.53054661455	471522.2630130747	410948.7405817413	471394.5458622106	423659.59367175	410897.9716070892	496764.62180097203	438506.9775909084	438506.9775909084	340944.1970446731	234384.98432437857	288224.2390314456	281034.9975620146	227251.6044781673	312341.22479521326	302694.6957022061	350106.14005948923	245173.66828376043	207559.36717474504	275111.8295682083	275111.8295682083	347330.47214930644	0.7920751319796278	1.2625064967015278	304815.7816088758	386995.4882055192	56191.41832136698	343955.87799440516	373481.0587074139	325502.2779331446	373379.8971282872	335570.22857198684	325462.0650908465	393474.9033758148	347330.47214930644	430444.2637815856	295912.5654388137	363884.97428405413	354808.51022254146	286906.62703953224	394332.82549166906	382154.0198411273	442011.2763602002	309533.34902839287	262045.04950937346	347330.47214930644
503	1	sp|Q15063|POSTN_HUMAN	 	 	 	 	 	5.5	836	93313	Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2	9	9	1	5	4	5	4	5	4	5	787619.8906	364298.6523	101336.3237	662235.5664	271094.6719	565848.8086	753459.8359	733371.8203	651362.9922	684644.4492	608215.1875	4	95104.93506	93730.87964	125866.6431	129506.4712	93831.86084	148279.0854	107651.0498	115440.4785	74612.06763	203599.0405	118762.2512	340448.7709759091	562135.2907818182	118762.25117	393625.71303117485	322158.2537682196	71999.07875826902	484498.4474969072	479499.21143151686	408741.70646763215	443171.0060366486	506494.08086392743	407562.1025722434	464926.1940023226	432134.6145970078	432134.6145970078	193593.37426655059	176931.39392524786	224355.17799690593	204163.93398244915	147917.706055144	253603.52513609716	175690.83566278187	196282.95246095883	219500.38437781265	214506.9808644966	200431.43746333223	200431.43746333223	294301.4814460528	0.6810412114764448	1.4683399229718819	268075.3324710307	219403.0474334442	49034.3398227195	329963.4096417504	326558.7238553202	278369.9469536656	301817.718842434	344943.34243721754	277566.58808768773	316633.8984104744	294301.4814460528	284260.88025841356	259795.42932750614	329429.6647783197	299782.05509742576	217193.4731151876	372376.1805637346	257973.86810395468	288210.09529721783	322301.17748961586	314969.1637595059	294301.4814460528
395	1	sp|P40197|GPV_HUMAN	 	 	 	 	 	7.5	560	60958	Platelet glycoprotein V OS=Homo sapiens OX=9606 GN=GP5 PE=1 SV=1	14	14	1	6	8	6	8	6	8	6	570339.8921	310739.7219	51878.02063	407484.5463	144714.9332	688383.7866	876197.929	715811.1145	605957.5505	1312091.181	625746.7395	8	78511.49359	56224.39905	83248.11572	63821.30103	71167.1315	83075.27594	193786.4084	71168.68811	67575.20761	250195.8113	101877.3832	337727.1195763637	573576.8559300001	101877.38322272728	285036.5377732702	274794.77497843653	36859.1395146741	298119.9441379499	255964.810615537	497255.02530559595	515363.2604959375	494365.99890428194	379151.61946363095	891010.7424067357	444590.7166847371	444590.7166847371	159816.15415862264	106132.16620534727	148388.36851657977	100612.79385831134	112188.74637853532	142084.6559257102	316267.19939228246	121007.8163787578	198798.72674700583	263600.2015289768	171935.35953938478	171935.35953938478	276479.4110256007	0.6218740082727694	1.6080427654107314	177256.8142492562	170887.72816825405	22921.740831475603	185393.044607121	159177.8627542643	309229.9757205683	320491.016521132	307433.3652923773	235784.53733895996	554096.4217945727	276479.4110256007	256991.21049053932	170665.062043878	238614.84246418765	161789.67527161882	180404.30197450312	228478.2030372113	508571.1819194731	194585.74368601167	319676.8543183876	423880.39702948194	276479.4110256007
396	1	sp|P41222|PTGDS_HUMAN	 	 	 	 	 	28.4	190	21029	Prostaglandin-H2 D-isomerase OS=Homo sapiens OX=9606 GN=PTGDS PE=1 SV=1	12	12	1	8	4	8	4	8	4	8	652285.8564	463323.8219	44993.49985	767255.043	280491.7664	553275.2305	1089591.357	706698.3562	894367.0986	627458.0259	670527.3951	4	46921.21924	46922.06714	43856.09448	61858.11255	38216.99109	85472.18555	42554.5661	55947.74585	33524.96374	156956.1382	61223.00839	337441.84287181817	613660.67735	61223.00839363635	325990.3519323342	409728.6455773188	31967.713264402897	561331.7919308792	496120.3400244077	399659.1641155264	640877.2901262051	488072.38628987095	559611.3680725213	426092.21796623274	476407.20490603347	476407.20490603347	95511.73292575711	88572.58970384573	78172.75205705015	97517.8729673943	60245.73746866212	146184.11961533842	69450.76051990427	95127.71327410391	98626.70558433137	165365.15717731332	103324.2082686064	103324.2082686064	221865.7189841992	0.4657060529299929	2.1472772228501067	151815.68009166664	190813.11030416514	14887.55756556285	261415.6132042498	231046.2453310529	186123.69183754208	298460.4331971449	227298.26456317859	260614.40139980734	198433.72501324044	221865.7189841992	205090.1686264208	190189.90443991582	167858.56993961261	209397.90744367594	129364.2998402654	313897.8303924117	149130.0361740079	204265.57197529907	211778.87846597817	355084.83545987273	221865.71898419916
522	1	sp|Q6EMK4|VASN_HUMAN	 	 	 	 	 	9.5	673	71712	Vasorin OS=Homo sapiens OX=9606 GN=VASN PE=1 SV=1	22	22	1	11	11	11	11	11	11	11	563940.9001	395903.8171	106541.0555	516462.8669	239949.3853	449003.7778	537674.1528	484800.2144	517758.5564	436707.9458	460244.6241	11	166528.7775	188668.396	223554.1453	276081.2014	260402.3228	273145.2632	257204.9525	215446.8091	134377.1571	339907.002	233531.6027	330810.67844545457	428089.7542	233531.6026909091	281838.53856230306	350107.47794937313	75697.02122451884	377849.6201330751	424410.92710692703	324338.5292309079	316249.8966274079	334821.2082852005	323964.92953710904	296558.254972509	327002.08305107185	327002.08305107185	338982.0720488343	356140.4995038053	398481.5104735853	435235.5805400468	410501.4426356454	467163.66933935153	419768.8097355751	366323.2891783325	395322.6143164546	358117.7229257247	394124.1796052852	394124.1796052852	358997.8101767795	1.0978456370282832	0.9108748682618644	309415.20990705193	384363.96715769515	83103.64448737536	414820.55691589066	465937.68463146855	356073.63923632255	347193.5692230454	367582.0027004455	355663.4844424903	325575.18634629017	358997.8101767795	308770.25022061577	324399.4305682432	362966.7933574157	396445.1520872912	373915.44748204877	425527.645766211	382356.8592683316	333674.67777156644	360089.43423643644	326200.4336922083	358997.8101767795
453	1	sp|Q01469|FABP5_HUMAN	 	 	 	 	 	7.4	135	15164	Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3	6	6	1	3	3	3	3	3	3	3	568094.7656	459719.5586	109006.9258	1738450.609	217994.2227	517006.3438	553118.2422	977017.4297	429915.8672	451459.5703	656975.1788	3	34859.10059	33229.90723	44148.36231	79361.66016	38504.79199	45398.28613	107004.7871	43876.28418	40856.23242	46516.02832	51375.54404	329267.71355318185	607159.8830636364	51375.54404272728	283914.4996810955	406541.30693766696	77449.01284465077	1271868.5975887398	385577.69191359926	373460.28127592546	325333.8216232803	674764.8755327262	269001.1819268374	306575.74162875867	466778.40594129905	466778.40594129905	70958.36722729164	62726.54037593721	78693.71455678348	125111.80789276115	60699.43036729487	77645.24151634122	174636.10898773663	74602.65856284076	120194.48066888064	49008.15235782323	86704.94233943867	86704.94233943867	201176.5263951921	0.43098935990730386	2.3202428946623592	122364.12848595777	175214.97765294384	33379.70047136859	548161.8327609712	166179.88263237776	160957.40757791276	140215.41553761455	290816.4817937812	115936.64721295585	132130.88264768568	201176.5263951921	164640.64737596584	145540.8096140199	182588.53205496474	290289.7833015411	140837.42201976856	180155.81993263355	405198.1910302773	173096.28845335328	278880.3897496026	113710.8172887697	201176.52639519214
328	1	sp|P21333|FLNA_HUMAN	 	 	 	 	 	10.8	2647	280736	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	51	51	1	23	28	23	28	23	28	23	749741.5754	239554.5191	71714.25677	305612.0522	123606.1163	1005056.667	668078.7874	318361.8712	283947.9857	390882.7383	453871.3681	28	92704.75534	110278.1412	123167.5008	146639.2683	123426.5717	155146.9595	146440.3508	144689.514	77559.28246	1035520.329	215557.2673	317343.53990318184	419129.8124972728	215557.2673090909	374695.4155527028	211843.9501993777	50952.71105906478	223588.96492401342	218628.55097286904	726004.1391315403	392951.46763881046	219872.6469604494	177668.11971029465	265439.4175420197	322473.9085136873	322473.9085136873	188707.62474632013	208166.88498967877	219544.00216635354	231173.3893683287	194571.17431834954	265349.7338293354	238996.5323571134	246014.96257711056	228170.76181912722	1090998.949956251	363789.4407024068	363789.4407024068	342509.2740632192	1.0621301910653076	0.9415041662613963	397975.31331228703	225005.85530129453	54118.41273245989	237480.59003483673	232211.98461714474	771110.9150099871	417365.6174026028	233533.37652613706	188706.6739341092	281931.2192701693	342509.27406321926	177669.01490395257	195989.98949543948	206701.59271732287	217650.70921904946	183189.5712550985	249827.87991667187	225016.23093624887	231624.11222899109	214823.722871745	1027180.056770619	342509.2740632192
568	1	sp|Q96P63|SPB12_HUMAN	 	 	 	 	 	12.1	405	46276	Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1	10	10	1	6	4	6	4	6	4	6	261778.7119	202629.0535	42705.50464	1853386.591	114280.1964	402642.793	286053.0544	1100403.805	272616.5511	248538.0276	526925.4204	4	103872.4142	33520.60675	123649.4133	418981.8456	75487.48932	110932.6172	294332.1619	90639.76788	103377.4478	111752.4891	146654.6253	314780.026695	482905.4280854545	146654.62530454545	130828.12325819135	179189.8532320405	30342.101230054624	1355956.960802529	202133.31258775975	290849.60471137695	168251.0650974225	759980.1333580684	170577.96665272294	168776.42018705234	374378.539282892	374378.539282892	211440.24908386034	63275.28025210766	220403.00310618585	660515.1161351628	118999.41188544141	189729.405860587	480361.9062026482	154114.4101361498	304124.9257509319	117739.69554111708	247504.5484783247	247504.5484783247	304401.6940248312	0.8130853189605931	1.229883232030741	106374.4263284023	145696.63896967552	24670.71705657357	1102508.6979709608	164351.6289379799	236485.54361631235	136802.4709301973	617928.6891351591	138694.44042347863	137229.62944081653	304401.6940248312	260046.81692464306	77821.20618411308	271069.9578095173	812356.4658374742	146355.38129942404	233345.01489109092	590789.0537449606	189542.72884075908	374038.14662366523	144806.0772904245	304401.6940248312
615	1	sp|Q9Y490|TLN1_HUMAN	 	 	 	 	 	6.4	2541	269764	Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	27	27	1	9	18	9	18	9	18	9	508420.752	183518.5967	70574.60407	241598.7495	112549.7262	754722.7012	699808.207	293038.1335	248959.5166	252266.8306	366098.1348	18	122763.3298	156697.5617	179317.224	178342.2471	153238.2195	201612.0621	211039.1608	228833.535	118596.3522	1282116.348	283255.604	311243.98165318184	339232.3592881819	283255.6040181818	254091.4512372094	162290.00649219847	50142.992080633216	176756.16500978102	199072.5401627974	545175.0363521908	411614.1197605318	202383.12405356456	155775.6047793858	171308.56397204928	260111.35472752628	260111.35472752628	249894.15362289804	295790.65216023964	319629.9410040518	281152.3966781209	241566.62465711188	344819.56454337377	344424.3840390695	389084.6820413878	348897.2457216763	1350806.4981597704	478041.8635181984	478041.8635181984	352624.6116427352	1.3556678908236015	0.7376437892856453	344463.62177505565	220011.3508030273	67977.24431353659	239622.6574088783	269876.2506433963	739076.2916612547	558012.0455689735	274364.30292398715	211179.98557304087	232237.51960000806	352624.6116427352	184332.8703987237	218188.13749475143	235773.04085137605	207390.31925238998	178190.1203770152	254354.01020960038	254062.5077649536	287005.89921400975	257361.88640546222	996414.0238942461	352624.6116427352
265	1	sp|P10720|PF4V_HUMAN	 	 	 	 	 	23.1	104	11553	Platelet factor 4 variant OS=Homo sapiens OX=9606 GN=PF4V1 PE=1 SV=1	15	15	1	10	5	10	5	10	5	10	168247.3435	69107.79749	19726.10873	132424.6616	42885.81692	179350.5332	230808.4446	222623.3645	277860.0864	395575.7334	190987.0868	5	249211.9562	211026.6956	260231.6182	210181.4312	263758.47	371114.9578	1205578.418	331090.2891	341289.3081	1018633.2	446211.6344	310814.77071545454	175417.90701272726	446211.63441818184	84084.31699247452	61113.724194653434	14015.32643171511	96883.26361612235	75854.3694371162	129554.11742833475	135757.2172018361	153752.04399745955	173858.8811310874	268626.32185836096	135695.61044103865	135695.61044103865	507290.0105329803	398345.21505987406	463858.4900949333	331346.12846939714	415792.1145946498	634722.4308467034	1967552.3843840356	562951.4042225701	1004035.0936725237	1073207.0829201227	753057.7973386787	753057.7973386787	319666.4472653581	2.3557611497260407	0.42449125205935817	198082.56727212062	143969.3371728369	33016.76150856295	228233.82848552748	178694.77655692468	305198.5566247164	319811.5780790052	362203.0919401841	409569.99770345347	632819.4528277299	319666.4472653581	215340.17172834981	169094.05909262024	196903.87123876164	140653.53293899534	176500.11532069102	269434.1193802765	835208.7751395549	238967.94642701265	426204.1140245846	455567.0183477343	319666.4472653581
533	1	sp|Q7Z7G0|TARSH_HUMAN	 	 	 	 	 	2.4	1075	118640	Target of Nesh-SH3 OS=Homo sapiens OX=9606 GN=ABI3BP PE=1 SV=1	3	3	1	2	1	2	1	2	1	2	695963.5859	641957.3125	67508.74805	700196.8672	342321.1094	676649.3594	638587.8125	744014.25	633695.8125	882197.8672	661731.553	1	3780.58252	5005.294434	4075.178467	3743.194336	1333.889038	3968.292725	4487.1875	4389.484863	2912.724121	3933.517334	3762.934534	305737.116251	607711.2979681819	3762.9345338181815	347819.0000190693	567698.6326549177	47964.71285176581	512271.33109865256	605481.1068887777	488778.64482153143	375605.426890901	513844.1419105265	396507.63219047704	599080.1462474815	470157.7920106351	470157.7920106351	7695.665070148032	9448.260003696521	7263.937194277514	5901.05864376746	2102.7591786707103	6787.019363635277	7323.2701688951765	7463.422361787311	8568.909620847435	4144.257877750184	6350.590108467346	6350.590108467346	54642.2860371122	0.11622116439554017	8.604284815084624	40423.929181108644	65978.59611291056	5574.514777529953	59536.77058673869	70369.71926211426	56806.423232832545	43653.30006654445	59719.56449066857	46082.57870489581	69625.79216313279	54642.2860371122	66215.69410505185	81295.52007877736	62500.98449845042	50774.38928149222	18092.738870816207	58397.44765021232	63011.50231098697	64217.41169608958	73729.33893249012	35658.37512732074	54642.2860371122
178	1	sp|P04180|LCAT_HUMAN	 	 	 	 	 	18.9	440	49577	Phosphatidylcholine-sterol acyltransferase OS=Homo sapiens OX=9606 GN=LCAT PE=1 SV=1	28	28	1	14	14	14	14	14	14	14	599446.261	384155.9993	52296.16812	352182.1968	149567.056	490673.8225	658411.8606	411646.4751	479726.7756	595956.4329	457974.0978	14	120530.3711	155556.6531	185853.1656	188824.1633	161587.9572	209477.1434	233214.2124	163258.1234	154340.8923	294978.2618	186762.0944	303928.19016909087	421094.2859745454	186762.09436363637	299582.91394881735	339718.59387269383	37156.231741487165	257660.1684401018	264547.0119552487	354438.9463748463	387265.5618066551	284298.49262732855	300168.1944861018	404700.21551063145	325388.8826119051	325388.8826119051	245348.79528730665	293637.0124023006	331280.1471661433	297676.8933093468	254729.25444713785	358271.30885229836	380614.95861969294	277587.0898195173	454053.6974938753	310781.8985982651	315192.703624454	315192.703624454	320250.2172361269	0.9842076184824448	1.0160457826387341	294851.7862755967	334353.62822964886	36569.446354070904	253591.10075821818	260369.18461312217	348841.5113090144	381149.716305994	279808.74236689194	295427.8238393416	398309.03530705074	320250.2172361269	249285.60872716206	298348.6480779952	336595.79640009906	302453.3520359622	258816.58469572343	364020.0523998371	386722.2235147553	282041.19192608004	461339.34443017555	315768.63739122596	320250.2172361269
